product_id,pubchem_cid,iupac_name,functional_description,sync_failed,sync_failed_reason,last_sync_attempt,last_sync_success
1390,439314,(3R)-3-hydroxybutan-2-one,(R)-acetoin is an acetoin. It has a role as a Saccharomyces cerevisiae metabolite.,0,,2026-03-25 23:28:24.910182,2026-03-25 23:28:31.305577
1391,441923,"(2R,3R,4S,5S,6R)-2-[[(3S,5R,6S,8R,9R,10R,12R,13R,14R,17S)-17-[(1S)-1,5-dimethyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxy-hex-4-enyl]-3,12-dihydroxy-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-6-yl]oxy]-6-(hydroxymethyl)tetrahydropyran-3,4,5-triol","Ginsenoside Rg1 is a ginsenoside found in Panax ginseng and Panax japonicus var. major that is dammarane which is substituted by hydroxy groups at the 3beta, 6alpha, 12beta and 20 pro-S positions, in which the hydroxy groups at positions 6 and 20 have been converted to the corresponding beta-D-glucopyranosides, and in which a double bond has been introduced at the 24-25 position. It has a role as a neuroprotective agent and a pro-angiogenic agent. It is a 3beta-hydroxy-4,4-dimethylsteroid, a beta-D-glucoside, a tetracyclic triterpenoid, a 12beta-hydroxy steroid and a ginsenoside. It derives from a hydride of a dammarane.",0,,2026-03-25 23:28:32.315655,2026-03-25 23:28:42.356995
1392,441934,"(2S,3R,4S,5S,6R)-2-[(2S)-2-[(3S,5R,6S,8R,9R,10R,12R,13R,14R,17S)-6-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-3,12-dihydroxy-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]-6-methylhept-5-en-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol","Notoginsenoside R1 is a ginsenoside found in Panax notoginseng that is dammarane which is substituted by hydroxy groups at the 3beta, 6alpha, 12beta and 20 pro-S positions, in which the hydroxy groups at positions 6 and 20 have been converted to the corresponding beta-D-xylopyranosyl-(12)-beta-D-glucopyranoside and beta-D-glucopyranoside respectively, and in which a double bond has been introduced at the 24-25 position. It has a role as an antioxidant, a neuroprotective agent, an apoptosis inducer, a plant metabolite and a phytoestrogen. It is a 3beta-hydroxy-4,4-dimethylsteroid, a beta-D-glucoside, a tetracyclic triterpenoid, a 3beta-hydroxy steroid, a 12beta-hydroxy steroid, a disaccharide derivative and a ginsenoside. It derives from a hydride of a dammarane.",0,,2026-03-25 23:28:43.370500,2026-04-20 23:20:55
1393,21599925,"(2S,3R,4S,5R)-2-[(2R,3R,4S,5S,6R)-2-[[(3S,5R,6S,8R,9R,10R,12R,13R,14R,17S)-3,12-dihydroxy-17-[(1S)-1-hydroxy-1,5-dimethyl-hex-4-enyl]-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-6-yl]oxy]-4,5-dihydroxy-6-(hydroxymethyl)tetrahydropyran-3-yl]oxytetrahydropyran-3,4,5-triol",Notoginsenoside R2 is a triterpenoid saponin.,0,,2026-03-25 23:28:51.652113,2026-03-25 23:28:57.550171
1400,90908346,"(2R,3S,4R,5S)-6-[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexane-1,2,3,4,5-pentol",,0,,2026-03-25 23:28:58.559176,2026-04-20 23:21:00
1401,72941487,"(2S)-5-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-1-[(2S,3S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[2-[[(2S)-2-[[(2S)-4-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-5-amino-2-[[(2S)-1-[(2S)-6-amino-2-[[(2S)-1-[(2S,3R)-2-[[2-[[(2S)-2-[[2-[[(2S,3R)-2-[[(2S)-2-[[(1R,6R,9S,12S,15S,18S,24S,27S,33S,36S,39R,44R,47S,53S,56S,59S,67S,73S,76S)-15,76-bis(4-aminobutyl)-44-[[(2S)-2-[[(4R,7S,10S,13S,19S,22S,25S,28R)-28-[[(2S)-2-[[(2S,3R)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-amino-3-methyl-butanoyl]amino]-3-methyl-butanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-3-hydroxy-butanoyl]amino]-3-carboxy-propanoyl]amino]-10-(2-amino-2-oxo-ethyl)-13-(3-amino-3-oxo-propyl)-22-(2-carboxyethyl)-25-[(1R)-1-hydroxyethyl]-19-(hydroxymethyl)-7-isobutyl-6,9,12,15,18,21,24,27-octaoxo-1,2-dithia-5,8,11,14,17,20,23,26-octazacyclononacosane-4-carbonyl]amino]-4-methyl-pentanoyl]amino]-12,56,73-tris(2-amino-2-oxo-ethyl)-9,67-bis(3-amino-3-oxo-propyl)-18,47-bis(2-carboxyethyl)-24-(carboxymethyl)-27,53-bis(hydroxymethyl)-33-isobutyl-59-isopropyl-36-[(1S)-1-methylpropyl]-8,11,14,17,20,23,26,29,32,35,38,45,48,51,54,57,60,62,65,68,71,74,77-tricosaoxo-3,4,41,42-tetrathia-7,10,13,16,19,22,25,28,31,34,37,46,49,52,55,58,61,63,66,69,72,75,78-tricosazabicyclo[37.22.17]octaheptacontane-6-carbonyl]amino]-3-methyl-butanoyl]amino]-3-hydroxy-butanoyl]amino]acetyl]amino]-4-carboxy-butanoyl]amino]acetyl]amino]-3-hydroxy-butanoyl]pyrrolidine-2-carbonyl]amino]hexanoyl]pyrrolidine-2-carbonyl]amino]-5-oxo-pentanoyl]amino]-3-hydroxy-propanoyl]amino]-3-(1H-imidazol-5-yl)propanoyl]amino]-4-oxo-butanoyl]amino]-3-carboxy-propanoyl]amino]acetyl]amino]-3-carboxy-propanoyl]amino]-3-phenyl-propanoyl]amino]-4-carboxy-butanoyl]amino]-4-carboxy-butanoyl]amino]-3-methyl-pentanoyl]pyrrolidine-2-carbonyl]amino]-4-carboxy-butanoyl]amino]-4-carboxy-butanoyl]amino]-3-(4-sulfooxyphenyl)propanoyl]amino]-4-methyl-pentanoyl]amino]-5-oxo-pentanoic acid",,0,,2026-03-25 23:51:04.028764,2026-03-25 23:51:28.356062
1408,5282350,"(2R)-2,8-dimethyl-2-[(3E,7E)-4,8,12-trimethyltrideca-3,7,11-trienyl]chroman-6-ol","Delta-tocotrienol is a tocotrienol that is chroman-6-ol substituted by methyl groups at positions 2 and 8 and a farnesyl chain at position 2. It has a role as an antineoplastic agent, a bone density conservation agent, a radiation protective agent, an anti-inflammatory agent, an apoptosis inducer, a NF-kappaB inhibitor, a Saccharomyces cerevisiae metabolite and a plant metabolite. It is a vitamin E and a tocotrienol.",0,,2026-03-25 23:51:28.479044,2026-03-25 23:51:35.125319
1412,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:51:35.239052,
1416,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:51:36.408985,
1420,644019,"2-[(1R,6R)-6-isopropenyl-3-methyl-cyclohex-2-en-1-yl]-5-pentyl-benzene-1,3-diol","Cannabidiol is an cannabinoid that is cyclohexene which is substituted by a methyl group at position 1, a 2,6-dihydroxy-4-pentylphenyl group at position 3, and a prop-1-en-2-yl group at position 4. It has a role as an antimicrobial agent and a plant metabolite. It is a member of resorcinols, a phytocannabinoid and an olefinic compound.",0,,2026-03-25 23:51:37.539605,2026-03-25 23:51:45.342092
1430,1738118,"N-[(1R,2R,3S,4R)-1-formyl-2,3,4,5-tetrahydroxy-pentyl]acetamide",Aldehydo-N-acetyl-D-glucosamine is the open-chain form of N-acetyl-D-glucosamine. It has a role as a human metabolite.,0,,2026-03-25 23:51:45.452345,2026-03-25 23:51:54.781932
1432,439312,"(3S,4S,5R)-2-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol",D-tagatopyranose is the pyranose form of D-tagatose.,0,,2026-03-25 23:51:54.895765,2026-03-25 23:52:02.471724
1438,122850,"(2R,3R)-3,5,7-trihydroxy-2-(4-hydroxyphenyl)chroman-4-one","(+)-dihydrokaempferol is a tetrahydroxyflavanone having hydroxy groupa at the 3-, 4'-, 5- and 7-positions. It has a role as a metabolite. It is a member of 4'-hydroxyflavanones, a secondary alpha-hydroxy ketone, a tetrahydroxyflavanone and a member of dihydroflavonols. It is functionally related to a kaempferol. It is a conjugate acid of a (+)-dihydrokaempferol 7-oxoanion.",0,,2026-03-25 23:52:02.591706,2026-03-25 23:52:09.621150
1444,128037,"(2S,3R,4R,5R)-2,3,5,6-tetrahydroxy-4-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxy-hexanal",,0,,2026-03-25 23:52:09.734008,2026-03-25 23:52:15.649405
1445,11333,"(2S,3R,4S,5R,6R)-2-[(2R,3S,4S,5R)-4,5-dihydroxy-2,5-bis(hydroxymethyl)tetrahydrofuran-3-yl]oxy-6-(hydroxymethyl)tetrahydropyran-3,4,5-triol",Lactulose is a synthetic galactosylfructose disaccharide used in the treatment of constipation and hepatic encephalopathy. It has a role as a laxative and a gastrointestinal drug.,0,,2026-03-25 23:52:15.765987,2026-03-25 23:52:27.189216
1446,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:52:27.299388,
1449,5281792,"(2R)-3-(3,4-dihydroxyphenyl)-2-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-propanoic acid",(R)-rosmarinic acid is a stereoisomer of rosmarinic acid having (R)-configuration. It has a role as a geroprotector and a plant metabolite. It is a conjugate acid of a (R)-rosmarinate. It is an enantiomer of a (S)-rosmarinic acid.,0,,2026-03-25 23:52:28.338803,2026-03-25 23:52:36.060168
1450,5281605,"5,6,7-trihydroxy-2-phenyl-chromen-4-one","Baicalein is a trihydroxyflavone with the hydroxy groups at positions C-5, -6 and -7. It has a role as an EC 4.1.1.17 (ornithine decarboxylase) inhibitor, an EC 3.4.22.69 (SARS coronavirus main proteinase) inhibitor, an anticoronaviral agent, a ferroptosis inhibitor, a geroprotector, an antioxidant, an antibacterial agent, an antineoplastic agent, an antifungal agent, an angiogenesis inhibitor, a radical scavenger, a hormone antagonist, a prostaglandin antagonist, an EC 1.13.11.31 (arachidonate 12-lipoxygenase) inhibitor, an EC 1.13.11.33 (arachidonate 15-lipoxygenase) inhibitor, an anti-inflammatory agent, an apoptosis inducer, an EC 3.4.21.26 (prolyl oligopeptidase) inhibitor and a plant metabolite. It is a conjugate acid of a baicalein(1-).",0,,2026-03-25 23:52:36.175489,2026-03-25 23:52:42.772051
1451,64982,"(2S,3S,4S,5R,6S)-6-(5,6-dihydroxy-4-oxo-2-phenyl-chromen-7-yl)oxy-3,4,5-trihydroxy-tetrahydropyran-2-carboxylic acid","Baicalin is the glycosyloxyflavone which is the 7-O-glucuronide of baicalein. It is an active ingredient of Chinese herbal medicine Scutellaria baicalensis. It has a role as an antiatherosclerotic agent, an anticoronaviral agent, an EC 2.7.7.48 (RNA-directed RNA polymerase) inhibitor, a ferroptosis inhibitor, an antioxidant, an antibacterial agent, a non-steroidal anti-inflammatory drug, an antineoplastic agent, a prodrug, a neuroprotective agent, an EC 3.4.21.26 (prolyl oligopeptidase) inhibitor, a plant metabolite and a cardioprotective agent. It is a glucosiduronic acid, a dihydroxyflavone, a glycosyloxyflavone and a monosaccharide derivative. It is functionally related to a baicalein. It is a conjugate acid of a baicalin(1-).",0,,2026-03-25 23:52:42.886630,2026-03-25 23:52:50.884001
1452,5281674,"5,7,8-trihydroxy-2-phenyl-chromen-4-one","Norwogonin is a trihydroxyflavone with the hydroxy groups at positions C-5, -7 and -8. It has a role as an antioxidant and a metabolite.",0,,2026-03-25 23:52:51.000553,2026-03-25 23:52:56.831713
1453,5281703,"5,7-dihydroxy-8-methoxy-2-phenyl-chromen-4-one","Wogonin is a dihydroxy- and monomethoxy-flavone in which the hydroxy groups are positioned at C-5 and C-7 and the methoxy group is at C-8. It has a role as an antineoplastic agent, an angiogenesis inhibitor, a cyclooxygenase 2 inhibitor and a plant metabolite. It is a monomethoxyflavone and a dihydroxyflavone. It is a conjugate acid of a wogonin(1-).",0,,2026-03-25 23:52:56.942367,2026-03-25 23:53:03.642073
1454,20489,"5,8-dihydroxy-7-methoxy-2-phenyl-chromen-4-one",,0,,2026-03-25 23:53:03.761895,2026-03-25 23:53:09.397125
1455,188316,"5-hydroxy-7,8-dimethoxy-2-phenyl-chromen-4-one",,0,,2026-03-25 23:53:09.508890,2026-03-25 23:53:15.286211
1456,90657147,"(2S)-2-(3,4-dihydroxyphenyl)-7-hydroxy-4-oxo-chroman-5-olate",,0,,2026-03-25 23:53:15.400985,2026-03-25 23:53:20.006989
1460,1794427,"(1S,3R,4R,5R)-3-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-1,4,5-trihydroxy-cyclohexanecarboxylic acid",Chlorogenic acid is a cinnamate ester obtained by formal condensation of the carboxy group of trans-caffeic acid with the 3-hydroxy group of quinic acid. It is an intermediate metabolite in the biosynthesis of lignin. It has a role as a plant metabolite and a food component. It is a tannin and a cinnamate ester. It is functionally related to a trans-caffeic acid and a (-)-quinic acid. It is a conjugate acid of a chlorogenate.,0,,2026-03-25 23:53:20.121575,2026-03-25 23:53:28.511031
1463,4788,"3-(4-hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)propan-1-one","Phloretin is a member of the class of dihydrochalcones that is dihydrochalcone substituted by hydroxy groups at positions 4, 2', 4' and 6'. It has a role as an antineoplastic agent and a plant metabolite. It is functionally related to a dihydrochalcone.",0,,2026-03-25 23:53:28.621500,2026-04-20 23:25:54
1464,6473881,"(1S,2S,4R,7E,11S)-4,8-dimethyl-12-methylidene-3,14-dioxatricyclo[9.3.0.02,4]tetradec-7-en-13-one","(1Ar,7aS,10aS,10bS)-1a,5-dimethyl-8-methylidene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1aH)-one is a germacranolide.",0,,2026-03-25 23:53:36.277208,2026-04-20 23:25:56
1465,5281437,"(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one","Costunolide is a germacranolide with anthelminthic, antiparasitic and antiviral activities. It has a role as a metabolite, an antiinfective agent, an antiparasitic agent, an anthelminthic drug, an antineoplastic agent and an antiviral drug. It is a heterobicyclic compound and a germacranolide.",0,,2026-03-25 23:53:45.285409,2026-03-25 23:53:51.203517
1467,5363397,"(2E,6E)-2,6-dimethylocta-2,6-diene-1,8-diol","(6E)-8-hydroxygeraniol is a monoterpenoid that is geraniol bearing a hydroxy substituent at position 8. It is a diol, a monoterpenoid and a member of prenols.",0,,2026-03-25 23:53:51.317376,2026-03-25 23:53:56.999909
1470,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:53:57.109447,
1473,17106,"(3S,4R,5S,6S)-6-methyloxane-2,3,4,5-tetrol",L-fucopyranose is the pyranose form of L-fucose. It has a role as a mouse metabolite and an Escherichia coli metabolite. It is a L-fucose and a fucopyranose.,0,,2026-03-25 23:53:58.246765,2026-04-20 23:26:01
1480,122706103,(2S)-2-[[(5R)-3-(carboxymethylimino)-5-hydroxy-5-(hydroxymethyl)-2-methoxy-cyclohexen-1-yl]amino]-3-hydroxy-propanoic acid,"Shinorine is a mycosporine-like amino acid that is the ketimine resulting from the formal condensation of the amino group of L-serine with the keto group of (5S)-5-hydroxy-5-(hydroxymethyl)-2-methoxycyclohex-2-en-1-one and in which the hydrogen at position 3 of the cyclohexenone moiety has been replaced by the amino group of glycine. It is an active ingredient found in environmentally friendly sunscreen creams. It has a role as an antioxidant and an ultraviolet filter. It is a ketimine, a dicarboxylic acid and a mycosporine-like amino acid.",0,,2026-03-25 23:54:07.759965,2026-03-25 23:54:14.225950
1481,452967,"(1R,4S,5R,9S,10R,13S)-13-hydroxy-5,9-dimethyl-14-methylene-tetracyclo[11.2.1.01,10.04,9]hexadecane-5-carboxylic acid","Steviol is an ent-kaurane diterpenoid that is 5beta,8alpha,9beta,10alpha-kaur-16-en-18-oic acid in which the hydrogen at position 13 has been replaced by a hydroxy group. It has a role as an antineoplastic agent. It is a tertiary allylic alcohol, a monocarboxylic acid, a bridged compound, an ent-kaurane diterpenoid and a tetracyclic diterpenoid. It is a conjugate acid of a steviol(1-).",0,,2026-03-25 23:54:14.340867,2026-03-25 23:54:20.779698
1486,31260,3-methylbutan-1-ol,"Isoamylol is an primary alcohol that is butan-1-ol in which a hydrogen at position 3 has been replaced by a methyl group. It has a role as an antifungal agent, a Saccharomyces cerevisiae metabolite and a xenobiotic metabolite. It is a volatile organic compound, a primary alcohol and an alkyl alcohol. It derives from a hydride of an isopentane.",0,,2026-03-25 23:54:20.893786,2026-04-20 23:26:06
1489,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:54:31.003529,
1492,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:54:32.176420,
1509,6560,2-methylpropan-1-ol,Isobutanol is an alkyl alcohol that is propan-1-ol substituted by a methyl group at position 2. It has a role as a Saccharomyces cerevisiae metabolite. It is a primary alcohol and an alkyl alcohol. It derives from a hydride of an isobutane.,0,,2026-03-25 23:54:33.352032,2026-04-20 23:26:09
1519,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:54:53.205350,
1525,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:54:54.431220,
1526,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:54:55.506808,
1527,442027,"(4bS,8aS)-2-isopropyl-4b,8,8-trimethyl-5,6,7,8a,9,10-hexahydrophenanthren-3-ol","Ferruginol is an abietane diterpenoid that is abieta-8,11,13-triene substituted by a hydroxy group at positions 12. It has a role as an antibacterial agent, an antineoplastic agent, a protective agent and a plant metabolite. It is a member of phenols, an abietane diterpenoid, a carbotricyclic compound and a meroterpenoid.",0,,2026-03-25 23:54:56.688304,2026-03-25 23:55:02.788762
1528,1268142,"(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one","(+)-nootkatone is a sesquiterpenoid that is 4,4a,5,6,7,8-hexahydronaphthalen-2(3H)-one which is substituted by methyl groups at positions 4 and 4a, and by an isopropenyl group at position 6 (the 4R,4aS,6R stereoisomer). It has a role as a fragrance, an insect repellent and a plant metabolite. It is a sesquiterpenoid, a carbobicyclic compound and an enone.",0,,2026-03-25 23:55:02.903155,2026-04-20 23:26:12
1529,439653,"(1S)-1-[(3-hydroxy-4-methoxy-phenyl)methyl]-6-methoxy-2-methyl-3,4-dihydro-1H-isoquinolin-7-ol",(S)-reticuline is the (S)-enantiomer of reticuline. It has a role as an EC 2.1.1.116 [3'-hydroxy-N-methyl-(S)-coclaurine 4'-O-methyltransferase] inhibitor. It is a conjugate base of a (S)-reticulinium(1+). It is an enantiomer of a (R)-reticuline.,0,,2026-03-25 23:55:10.767125,2026-03-25 23:55:17.284925
1530,439654,"(13aS)-3,10-dimethoxy-6,8,13,13a-tetrahydro-5H-isoquinolino[2,1-b]isoquinoline-2,9-diol",(S)-scoulerine is a berberine alkaloid isolated from Corydalis saxicola. It has a role as an EC 5.99.1.2 (DNA topoisomerase) inhibitor and a plant metabolite. It is a berberine alkaloid and an organic heterotetracyclic compound.,0,,2026-03-25 23:55:17.397976,2026-03-25 23:55:23.493939
1531,440229,"(13aS)-3,9,10-trimethoxy-6,8,13,13a-tetrahydro-5H-isoquinolino[2,1-b]isoquinolin-2-ol","(S)-tetrahydrocolumbamine is a berberine alkaloid consisting of columbamine having four extra hydrogens at positions 5, 8, 13 and 13a and (S)-configuration. It is a berberine alkaloid and an organic heterotetracyclic compound. It is functionally related to a columbamine.",0,,2026-03-25 23:55:23.608665,2026-03-25 23:55:29.299656
1532,21171,"(1S)-16,17-dimethoxy-5,7-dioxa-13-azapentacyclo[11.8.0.02,10.04,8.015,20]henicosa-2,4(8),9,15(20),16,18-hexaene","(S)-canadine is the (S)-enantiomer of canadine. It has a role as a plant metabolite. It is an an (S)-7,8,13,14-tetrahydroprotoberberine and a canadine. It is functionally related to a (S)-nandinine. It is an enantiomer of a (R)-canadine.",0,,2026-03-25 23:55:29.409391,2026-03-25 23:55:35.996376
1533,5408233,"(1S,9R)-3-hydroxy-4,13-dimethoxy-17-methyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5,10,13-pentaen-12-one","Salutaridine is a morphinane alkaloid from the opium poppy, in which the 5,6,8,14-tetradehydromorphinan-7-one skeleton is substituted at position 4 by a hydroxyl group, positions 3 and 6 by methoxy groups and position N17 by a methyl group. An intermediate in the biosynthesis of narcotic analgesics such as morphine and codeine. It has a role as a metabolite and an anti-HBV agent. It is a conjugate base of a salutaridinium(1+). It derives from a hydride of a morphinan.",0,,2026-03-25 23:55:36.111501,2026-04-20 23:26:21
1535,5284371,"(4R,4aR,7S,7aR,12bS)-9-methoxy-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol","Codeine is a morphinane alkaloid found in the opium poppy, Papaver somniferum var. album; has analgesic, anti-tussive and anti-diarrhoeal properties. It has a role as an opioid analgesic, a xenobiotic, a prodrug, an antitussive, an opioid receptor agonist, an environmental contaminant and a drug allergen. It is a morphinane alkaloid and an organic heteropentacyclic compound. It is functionally related to a morphine. It is a conjugate base of a codeine(1+).",0,,2026-03-25 23:55:42.381276,2026-04-20 23:26:22
1536,5284569,"(4R,4aR,7aR,12bS)-9-methoxy-3-methyl-1,2,4,4a,5,6,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one","Hydrocodone is a morphinane-like compound that is a semi-synthetic opioid synthesized from codeine. It has a role as an opioid analgesic, an antitussive and a mu-opioid receptor agonist. It is an organic heteropentacyclic compound and a morphinane-like compound. It derives from a hydride of a morphinan.",0,,2026-03-25 23:55:51.157028,2026-04-20 23:26:23
1537,5284603,"(4R,4aS,7aR,12bS)-4a-hydroxy-9-methoxy-3-methyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one","Oxycodone is a semisynthetic opioid of formula C18H21NO4 that is derived from thebaine. It is a moderately potent opioid analgesic, generally used for relief of moderate to severe pain. It has a role as an opioid analgesic, an antitussive and a mu-opioid receptor agonist. It is an organic heteropentacyclic compound and a semisynthetic derivative. It is functionally related to a thebaine. It is a conjugate base of an oxycodone(1+). It derives from a hydride of a morphinan.",0,,2026-03-25 23:55:59.765600,2026-04-20 23:26:25
1538,5284570,"(4R,4aR,7aR,12bS)-9-hydroxy-3-methyl-1,2,4,4a,5,6,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one","Hydromorphone is a morphinane alkaloid that is a hydrogenated ketone derivative of morphine. A semi-synthetic drug, it is a centrally acting pain medication of the opioid class. It has a role as an opioid analgesic and a mu-opioid receptor agonist. It is a morphinane alkaloid and an organic heteropentacyclic compound. It derives from a hydride of a morphinan.",0,,2026-03-25 23:56:09.694578,2026-04-20 23:26:26
1540,137331189,"(4R,7S,7aR,12bS)-3-methyl-2,4,6,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7,9-diol",,0,,2026-03-25 23:56:17.543977,2026-03-25 23:56:22.920341
1544,275196,"(3S)-6,7-dimethoxy-3-[(5R)-4-methoxy-6-methyl-7,8-dihydro-5H-[1,3]dioxolo[4,5-g]isoquinolin-5-yl]-3H-2-benzofuran-1-one","(-)-noscapine is a benzylisoquinoline alkaloid that is 1,2,3,4-tetrahydroisoquinoline which is substituted by a 4,5-dimethoxy-3-oxo-1,3-dihydro-2-benzofuran-1-yl group at position 1, a methylenedioxy group at positions 6-7 and a methoxy group at position 8. Obtained from plants of the Papaveraceae family, it lacks significant painkilling properties and is primarily used for its antitussive (cough-suppressing) effects. It has a role as an antineoplastic agent, an antitussive, an apoptosis inducer and a plant metabolite. It is a benzylisoquinoline alkaloid, an organic heterotricyclic compound, an organic heterobicyclic compound, an aromatic ether, a tertiary amino compound, an isobenzofuranone and a cyclic acetal. It is functionally related to a (-)-noscapine hemiacetal.",0,,2026-03-25 23:56:23.030981,2026-04-20 23:26:30
1545,442330,"(3S)-3-[(5R)-4-hydroxy-6-methyl-7,8-dihydro-5H-[1,3]dioxolo[4,5-g]isoquinolin-5-yl]-6,7-dimethoxy-3H-isobenzofuran-1-one",Narcotoline is a member of isoquinolines.,0,,2026-03-25 23:56:32.289023,2026-03-25 23:56:38.488017
1546,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:56:38.600625,
1547,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:56:39.707119,
1552,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:56:40.798536,
1553,135442967,"tetrasodium;4-amino-5-hydroxy-3,6-bis[[4-(2-sulfonatooxyethylsulfonyl)phenyl]azo]naphthalene-2,7-disulfonate","Remazole black-GR is a bis(azo) compound with two aryldiazenyl moieties placed at positions 2 and 7 of a multi-substituted naphthalene. It has a role as a dye. It is a sulfone, an organic sodium salt and a bis(azo) compound. It contains a remazole black-GR (4-).",0,,2026-03-25 23:56:41.921764,2026-03-25 23:56:49.306440
1554,166507,"tetrasodium;5-[[4-chloro-6-(3-sulfonatoanilino)-1,3,5-triazin-2-yl]amino]-4-hydroxy-3-[[4-(2-sulfonatooxyethylsulfonyl)phenyl]diazenyl]naphthalene-2,7-disulfonate",,0,,2026-03-25 23:56:49.416156,2026-04-20 23:26:37
1555,520453,"1-(1,5-dimethylhexyl)-4-methyl-cyclohexane","Bisabolane is a cycloalkane that is cyclohexane substituted by a methyl group at position 1 and by a 6-methylheptan-2-yl at position 4. Its skeleton structure is found in many sesquiterpenes and sesquiterpenoids. It is a cycloalkane, a sesquiterpene and a terpenoid fundamental parent.",0,,2026-03-25 23:56:54.951387,2026-03-25 23:57:01.571256
1559,19773,"2,6,10-trimethyldodecane","Farnesane is a sesquiterpene that is dodecane substituted by methyl groups at positions 2, 6 and 10. It has a role as a plant metabolite. It is an alkane and a sesquiterpene.",0,,2026-03-25 23:57:01.684602,2026-04-20 23:26:39
1560,12620,docosan-1-ol,Docosan-1-ol is a long-chain primary fatty alcohol that is docosane substituted by a hydroxy group at position 1. It is a non-prescription medicine approved by the FDA to shorten healing time of cold sores. It has a role as an antiviral drug and a plant metabolite. It is a docosanol and a long-chain primary fatty alcohol.,0,,2026-03-25 23:57:08.453218,2026-04-20 23:26:41
1561,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:57:18.639027,
1562,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:57:19.733115,
1564,124069,"24-methyl-5,7,18,20-tetraoxa-24-azahexacyclo[11.11.0.02,10.04,8.014,22.017,21]tetracosa-1(13),2,4(8),9,11,14(22),15,17(21)-octaene","Dihydrosanguinarine is a benzophenanthridine alkaloid obtained by selective hydrogenation of the 13,14-position of sanguinarine. It has a role as a metabolite and an antifungal agent. It derives from a hydride of a sanguinarine.",0,,2026-03-25 23:57:20.847612,2026-03-25 23:57:27.761300
1566,,,,1,未找到匹配的PubChem化合物,2026-03-25 23:57:27.876511,
1567,163184292,"(13S)-17-methoxy-1-methyl-5,7-dioxa-1-azoniapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-16-ol",,0,,2026-03-25 23:57:29.035590,2026-03-25 23:57:34.246120
